--------- beginning of /dev/log/system 
05-19 17:11:35.445 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService in 5000ms 
05-19 18:18:35.063 W/WindowManager(  374): 	at com.android.internal.policy.impl.PhoneLayoutInflater.onCreateView(PhoneLayoutInflater.java:56)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.view.LayoutInflater.onCreateView(LayoutInflater.java:669)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.view.LayoutInflater.createViewFromTag(LayoutInflater.java:694)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.view.LayoutInflater.rInflate(LayoutInflater.java:755)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:492)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:397)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:353)
05-19 18:18:35.063 W/WindowManager(  374): 	at com.android.internal.policy.impl.PhoneWindow.generateLayout(PhoneWindow.java:2823)
05-19 18:18:35.063 W/WindowManager(  374): 	at com.android.internal.policy.impl.PhoneWindow.installDecor(PhoneWindow.java:2886)
05-19 18:18:35.063 W/WindowManager(  374): 	at com.android.internal.policy.impl.PhoneWindow.getDecorView(PhoneWindow.java:1581)
05-19 18:18:35.063 W/WindowManager(  374): 	at com.android.internal.policy.impl.PhoneWindowManager.addStartingWindow(PhoneWindowManager.java:1618)
05-19 18:18:35.063 W/WindowManager(  374): 	at com.android.server.wm.WindowManagerService$H.handleMessage(WindowManagerService.java:6908)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.os.Handler.dispatchMessage(Handler.java:99)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.os.Looper.loop(Looper.java:137)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.os.HandlerThread.run(HandlerThread.java:61)
05-19 18:18:35.063 W/WindowManager(  374): Caused by: java.lang.reflect.InvocationTargetException
05-19 18:18:35.063 W/WindowManager(  374): 	at java.lang.reflect.Constructor.constructNative(Native Method)
05-19 18:18:35.063 W/WindowManager(  374): 	at java.lang.reflect.Constructor.newInstance(Constructor.java:417)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.view.LayoutInflater.createView(LayoutInflater.java:594)
05-19 18:18:35.063 W/WindowManager(  374): 	... 15 more
05-19 18:18:35.063 W/WindowManager(  374): Caused by: android.content.res.Resources$NotFoundException: Resource is not a Drawable (color or path): TypedValue{t=0x2/d=0x1010059 a=-1}
05-19 18:18:35.063 W/WindowManager(  374): 	at android.content.res.Resources.loadDrawable(Resources.java:2063)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.content.res.TypedArray.getDrawable(TypedArray.java:601)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.widget.FrameLayout.<init>(FrameLayout.java:109)
05-19 18:18:35.063 W/WindowManager(  374): 	at android.widget.FrameLayout.<init>(FrameLayout.java:97)
05-19 18:18:35.063 W/WindowManager(  374): 	... 18 more
05-19 18:18:35.102 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:35.102 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:35.102 D/MDM :   (12519): [null:-1]->scale 0.5
05-19 18:18:35.102 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:35.109 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:35.109 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:35.109 D/MDM :   (12519): [null:-1]->scale 0.5
05-19 18:18:35.109 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:35.109 D/MDM :   (12519): [null:-1]->icon instanceof BitmapDrawable
05-19 18:18:35.109 D/MDM :   (12519): [null:-1]->  iconWidth 87
05-19 18:18:35.109 D/MDM :   (12519): [null:-1]->  iconHeight 87
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->  107 87
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:35.117 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:35.125 D/MDM :   (12519): [null:-1]->icon instanceof BitmapDrawable
05-19 18:18:35.125 D/MDM :   (12519): [null:-1]->  iconWidth 87
05-19 18:18:35.125 D/MDM :   (12519): [null:-1]->  iconHeight 87
05-19 18:18:35.125 D/MDM :   (12519): [null:-1]->  107 87
05-19 18:18:35.125 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:35.125 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:35.125 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:35.133 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:35.133 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:35.133 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:35.133 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:35.133 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:35.133 D/MDM :   (12519): [null:-1]->icon instanceof BitmapDrawable
05-19 18:18:35.133 D/MDM :   (12519): [null:-1]->  iconWidth 87
05-19 18:18:35.133 D/MDM :   (12519): [null:-1]->  iconHeight 87
05-19 18:18:35.141 D/MDM :   (12519): [null:-1]->  107 87
05-19 18:18:35.141 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:35.141 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:35.141 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:35.141 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:35.391 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:18:35.500 D/dalvikvm(12519): GC_FOR_ALLOC freed 4494K, 11% free 80120K/89700K, paused 352ms, total 361ms
05-19 18:18:35.516 I/dalvikvm-heap(12519): Grow heap (frag case) to 81.601MB for 3415696-byte allocation
05-19 18:18:35.742 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-19 18:18:35.766 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:18:35.836 D/dalvikvm(12519): GC_FOR_ALLOC freed 857K, 12% free 82598K/93036K, paused 320ms, total 320ms
05-19 18:18:35.875 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:18:35.875 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:18:35.875 V/DEBUG   (12519): HTTP 1
05-19 18:18:35.899 E/QueryController(16363): Got null root node from accessibility - Retrying...
05-19 18:18:35.922 D/MDM :   (12519): [null:-1]->read network input stream
05-19 18:18:35.930 D/MDM :   (12519): [null:-1]->read network input stream
05-19 18:18:35.930 D/MDM :   (12519): [null:-1]->Get joson string: <?xml version="1.0" encoding="UTF-8"?>
05-19 18:18:35.930 D/MDM :   (12519): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-19 18:18:35.930 D/MDM :   (12519): <plist version="1.0">
05-19 18:18:35.930 D/MDM :   (12519): <dict>
05-19 18:18:35.930 D/MDM :   (12519): 	<key>CommandUUID</key>
05-19 18:18:35.930 D/MDM :   (12519): 	<string>20b43fc2-b9b3-4c29-a098-c3a63081c2c8</string>
05-19 18:18:35.930 D/MDM :   (12519): 	<key>Command</key>
05-19 18:18:35.930 D/MDM :   (12519): 	<dict>
05-19 18:18:35.930 D/MDM :   (12519): 		<key>Queries</key>
05-19 18:18:35.930 D/MDM :   (12519): 		<array>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>UDID</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>DeviceName</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>OSVersion</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>BuildVersion</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>ModelName</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>Model</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>ProductName</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>SerialNumber</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>DeviceCapacity</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>AvailableDeviceCapacity</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>BatteryLevel</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>CellularTechnology</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>IMEI</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>MEID</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>ModemFirmwareVersion</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>ICCID</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>BluetoothMAC</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>WiFiMAC</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>EthernetMAC</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>CurrentCarrierNetwork</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>SIMCarrierNetwork</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>SubscriberCarrierNetwork</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>CarrierSettingsVersion</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>PhoneNumber</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>VoiceRoamingEnabled</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>DataRoamingEnabled</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>IsRoaming</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>SubscriberMCC</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>SubscriberMNC</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>SIMMCC</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>SIMMNC</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>CurrentMCC</string>
05-19 18:18:35.930 D/MDM :   (12519): 			<string>CurrentMNC</string>
05-19 18:18:35.930 D/MDM :   (12519): 		</array>
05-19 18:18:35.930 D/MDM :   (12519): 		<key>RequestType</key>
05-19 18:18:35.930 D/MDM :   (12519): 		<string>DeviceInformation</string>
05-19 18:18:35.930 D/MDM :   (12519): 	</dict>
05-19 18:18:35.930 D/MDM :   (12519): </dict>
05-19 18:18:35.930 D/MDM :   (12519): </plist>
05-19 18:18:35.977 D/CheckInTransInfo(12519): [null:-1]->CommandMsg : CommandMsg{CommandUUID='20b43fc2-b9b3-4c29-a098-c3a63081c2c8', Command=CommandObject{RequestType='DeviceInformation'}}
05-19 18:18:36.016 D/NetworkThread(12519): [null:-1]->clear mCurrentTransInfo
05-19 18:18:36.016 D/NetworkThread(12519): [null:-1]->sendHttpGet: http://192.168.10.21/rest/mdm/v1/device/trigger_cmd?device_uuid=00013fbc8ecec5b90000014613abe64a&cmd_types=10103
05-19 18:18:36.024 D/HttpClient(12519): enable apache.http debug
05-19 18:18:36.024 V/Launcher(12519): isLauncherDf = true
05-19 18:18:36.024 V/Launcher(12519): isPhoneDf = true
05-19 18:18:36.024 D/        (12519): [---null: -1---]  ScreenWidth  720
05-19 18:18:36.024 D/        (12519): [---null: -1---]  ScreenHeight  1184
05-19 18:18:36.031 V/DEBUG   (12519): HTTP 0
05-19 18:18:36.039 D/HomeLoaders(12519): load applications
05-19 18:18:36.039 D/HomeLoaders(12519):   --> applications loaded, return
05-19 18:18:36.039 D/HomeLoaders(12519): loading user items in Thread[main,5,main]
05-19 18:18:36.039 D/HomeLoaders(12519):   --> items loaded, return
05-19 18:18:36.039 D/HomeLoaders(12519):   --> loading from cache: 11, 0
05-19 18:18:36.047 D/Launcher(12519): ------> binding 11 items
05-19 18:18:36.047 D/Launcher(12519): ------> binding 0 widgets
05-19 18:18:36.047 D/Launcher(12519): ------> start binding items
05-19 18:18:36.047 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-19 18:18:36.047 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-19 18:18:36.047 D/Email   (12519): Email: init sandbox at the beginning.
05-19 18:18:36.055 V/l       (12519): Bind requested for task setLogging
05-19 18:18:36.078 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-19 18:18:36.078 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-19 18:18:36.086 V/LauncherApplication(12519): onActivityStarted
05-19 18:18:36.086 D/        (12519): [---null: -1---]     awsa  onActivityResumed
05-19 18:18:36.086 V/LauncherApplication(12519): 2MdmConstant.LAST_LAUNCH_TIME = 1400494654576
05-19 18:18:36.094 D/        (12519): [---null: -1---]  activity = com.pekall.emdm.launcher.Launcher
05-19 18:18:36.102 V/DefultSetContriller(12519): isLauncherDf = com.pekall.emdm.launcher
05-19 18:18:36.102 V/DefultSetContriller(12519): isLauncherDf = com.pekall.emdm.launcher
05-19 18:18:36.102 V/DefultSetContriller(12519): isPhoneDf = com.pekall.emdm.launcher
05-19 18:18:36.102 E/LauncherApplication(12519): isShowLogoutUI = true
05-19 18:18:36.102 E/LauncherApplication(12519): LogoutShowTime 1
05-19 18:18:36.102 V/Launcher(12519): onResume1111111 
05-19 18:18:36.102 V/Launcher(12519): is login ----> 
05-19 18:18:36.102 I/System.out(12519):  
05-19 18:18:36.102 I/System.out(12519): com.pekall.emdm.launcher.Workspace.setWallpaper(Unknown Source)
05-19 18:18:36.102 I/System.out(12519): com.pekall.emdm.launcher.Launcher.onResume(Unknown Source)
05-19 18:18:36.102 I/System.out(12519): android.app.Instrumentation.callActivityOnResume(Instrumentation.java:1192)
05-19 18:18:36.102 I/System.out(12519): android.app.Activity.performResume(Activity.java:5211)
05-19 18:18:36.102 I/System.out(12519): android.app.ActivityThread.performResumeActivity(ActivityThread.java:2780)
05-19 18:18:36.102 I/System.out(12519): android.app.ActivityThread.handleResumeActivity(ActivityThread.java:2819)
05-19 18:18:36.102 I/System.out(12519): android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2266)
05-19 18:18:36.102 I/System.out(12519): android.app.ActivityThread.access$600(ActivityThread.java:141)
05-19 18:18:36.109 I/System.out(12519): android.app.ActivityThread$H.handleMessage(ActivityThread.java:1256)
05-19 18:18:36.109 I/System.out(12519): android.os.Handler.dispatchMessage(Handler.java:99)
05-19 18:18:36.109 I/System.out(12519): android.os.Looper.loop(Looper.java:137)
05-19 18:18:36.109 I/System.out(12519): android.app.ActivityThread.main(ActivityThread.java:5103)
05-19 18:18:36.109 I/System.out(12519): java.lang.reflect.Method.invokeNative(Native Method)
05-19 18:18:36.109 I/System.out(12519): java.lang.reflect.Method.invoke(Method.java:525)
05-19 18:18:36.109 I/System.out(12519): com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-19 18:18:36.109 I/System.out(12519): com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-19 18:18:36.109 I/System.out(12519): dalvik.system.NativeStart.main(Native Method)
05-19 18:18:36.149 E/QueryController(16363): Got null root node from accessibility - Retrying...
05-19 18:18:36.359 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:18:36.399 E/QueryController(16363): Got null root node from accessibility - Retrying...
05-19 18:18:36.422 D/dalvikvm(12519): GC_FOR_ALLOC freed 4392K, 12% free 79143K/89076K, paused 306ms, total 306ms
05-19 18:18:36.430 I/dalvikvm-heap(12519): Grow heap (frag case) to 80.647MB for 3415696-byte allocation
05-19 18:18:36.649 E/QueryController(16363): Cannot proceed when root node is null. Aborted search
05-19 18:18:36.680 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:18:36.734 D/dalvikvm(12519): GC_FOR_ALLOC freed 3K, 11% free 82475K/92412K, paused 310ms, total 310ms
05-19 18:18:36.758 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:18:36.758 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:18:36.758 V/DEBUG   (12519): HTTP 1
05-19 18:18:36.758 D/MDM :   (12519): [null:-1]->read network input stream
05-19 18:18:36.766 D/MDM :   (12519): [null:-1]->Get joson string: {"result":0}
05-19 18:18:36.774 D/NetworkThread(12519): [null:-1]->clear mCurrentTransInfo
05-19 18:18:36.774 D/NetworkThread(12519): [null:-1]->sendHttpPost:PostRequest, url: http://192.168.10.21/rest/mdm/v1/system/check_mdm_app, Params: [version:71][os:51201][pkg_name:com.pekall.emdm.launcher], 
05-19 18:18:36.774 D/HttpClient(12519): enable apache.http debug
05-19 18:18:36.805 V/DEBUG   (12519): HTTP 0
05-19 18:18:36.836 I/Email   (12519): Notifications being toggled: false
05-19 18:18:36.836 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:36.875 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:36.883 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:36.883 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:36.883 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:36.883 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:36.883 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:36.883 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:36.883 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:36.883 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:36.891 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:36.899 D/MDM :   (12519): [null:-1]->width 104
05-19 18:18:36.899 D/MDM :   (12519): [null:-1]->height 104
05-19 18:18:36.899 D/MDM :   (12519): [null:-1]->scale 1.0
05-19 18:18:36.899 D/MDM :   (12519): [null:-1]->tint false
05-19 18:18:36.899 D/        (12519): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-19 18:18:36.906 D/        (12519): [---null: -1---]  xxd111  getClassName  com.pekall.emdm.document.activity.DocMainActivity
05-19 18:18:36.906 D/        (12519): [---null: -1---]  xxd111  info.title  Document Manager ,count is 0
05-19 18:18:36.906 D/        (12519): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-19 18:18:36.906 D/        (12519): [---null: -1---]  xxd111  getClassName  com.pekall.emdm.launcher.ui.BackPersonalActivity
05-19 18:18:36.906 D/        (12519): [---null: -1---]  xxd111  info.title  Personal Mode ,count is 0
05-19 18:18:36.906 D/        (12519): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-19 18:18:36.914 D/        (12519): [---null: -1---]  xxd111  getClassName  com.pekall.semail.activity.Welcome
05-19 18:18:36.914 D/        (12519): [---null: -1---]  xxd111  info.title  Email ,count is 0
05-19 18:18:36.914 D/MDM :   (12519): [null:-1]->username is : zhenhua.sang@pekall.com ,pwd is 123456
05-19 18:18:36.914 I/System.out(12519): [cjx]authenticateUser,zhenhua.sang@pekall.com,123456
05-19 18:18:36.914 I/System.out(12519): [cjx]to generate user KEK now,keyLength:32,algorithm:Rijndael256
05-19 18:18:36.961 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:18:36.961 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:18:36.969 V/DEBUG   (12519): HTTP 1
05-19 18:18:36.969 D/MDM :   (12519): [null:-1]->read network input stream
05-19 18:18:36.969 D/MDM :   (12519): [null:-1]->Get joson string: {"result":0,"mdmClientInfos":{"id":25,"type":51107,"url":"https://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=e77b5dd584b94d0059415fafad0b","pkgName":"com.pekall.emdm.launcher","platform":51201,"comId":1,"appVersionCode":72,"appVersionName":"BYOD_2.1.0424","appAuthor":null,"appIcon":null,"appName":"Pekall enterprise mobile office","appSize":null,"minSdk":null,"updateTime":1398754856000,"forceUpdate":0,"updateInfo":null,"new":false}}
05-19 18:18:36.984 D/NetworkThread(12519): [null:-1]->clear mCurrentTransInfo
05-19 18:18:36.984 D/NetworkThread(12519): [null:-1]->queue is empty, thread wait...
05-19 18:18:37.031 I/System.out(12519): [cjx]blockSize:32
05-19 18:18:37.039 I/System.out(12519): [cjx]iv:[112, 101, 107, 97, 108, 108, 50, 48, 49, 52, 97, 101, 115, 99, 106, 120, 112, 101, 107, 97, 108, 108, 50, 48, 49, 52, 97, 101, 115, 99, 106, 120]
05-19 18:18:37.039 I/System.out(12519): [cjx]secret:[-94, 35, 21, 34, 6, -61, -108, -46, 6, 56, -82, 111, 24, -59, 0, -21, 43, -46, -16, 27, -76, 52, 9, 117, -69, 64, 55, -122, -120, -69, -38, 9]
05-19 18:18:37.039 I/System.out(12519): [cjx]to generate user KEK now,keyLength:32,algorithm:Rijndael256
05-19 18:18:37.141 I/System.out(12519): [cjx]blockSize:32
05-19 18:18:37.141 I/System.out(12519): [cjx]iv:[112, 101, 107, 97, 108, 108, 50, 48, 49, 52, 97, 101, 115, 99, 106, 120, 112, 101, 107, 97, 108, 108, 50, 48, 49, 52, 97, 101, 115, 99, 106, 120]
05-19 18:18:37.141 I/System.out(12519): [cjx]secret:[-94, 35, 21, 34, 6, -61, -108, -46, 6, 56, -82, 111, 24, -59, 0, -21, 43, -46, -16, 27, -76, 52, 9, 117, -69, 64, 55, -122, -120, -69, -38, 9]
05-19 18:18:37.149 D/ExchangeService(12519): !!! EAS ExchangeService, onCreate
05-19 18:18:37.149 D/MdmService(12519): [null:-1]->handleCheckInResult
05-19 18:18:37.149 D/MdmService(12519): [null:-1]->handleCheckInResult result keyIndex: 3
05-19 18:18:37.149 D/MDM :   (12519): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":-4618205,"type":0,"command":0,"result":0,"reason":0,"params":{"msgId":"c67b135c-94d7-40ed-9e76-029d36f0f442,c67b135c94d740ed9e76029d36f0f442","device":"00013fbc8ecec5b90000014613abe64a","message":"{\"cmd\":\"10119\"}"}}
05-19 18:18:37.156 D/CommandManager(12519): [null:-1]->execute command: CommandMsg{CommandUUID='20b43fc2-b9b3-4c29-a098-c3a63081c2c8', Command=CommandObject{RequestType='DeviceInformation'}}
05-19 18:18:37.156 D/MdmService(12519): [null:-1]->push message type :0
05-19 18:18:37.156 D/MdmService(12519): [null:-1]->cmdMessage : {"cmd":"10119"}
05-19 18:18:37.156 D/MdmService(12519): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
05-19 18:18:37.156 D/MdmService(12519): [null:-1]->MdmStatusManager is busy , wait......
05-19 18:18:37.172 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-19 18:18:37.195 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.195 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.195 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.195 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.195 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.195 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.195 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.195 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.203 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.203 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.203 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.203 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.203 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.203 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.203 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.211 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.211 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.211 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.211 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.211 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.211 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.211 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.211 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.219 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.219 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.219 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.219 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.219 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.219 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.219 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.227 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.227 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.227 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.227 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.227 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.227 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.227 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.227 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.227 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
