--------- beginning of /dev/log/system
05-22 10:17:34.189 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94 
05-22 10:17:34.197 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73 
05-22 10:17:34.205 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124 
05-22 10:17:34.353 D/WifiService(  374): setWifiEnabled: true pid=12685, uid=1000
05-22 10:24:54.939 I/ActivityManager(  374): Start proc com.google.android.email for service com.google.android.email/com.android.email.service.MailService: pid=12933 uid=10016 gids={50016, 3003, 1015, 1028}
05-22 10:25:33.103 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:25:33.103 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:25:33.103 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:25:33.111 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:25:33.111 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:25:33.111 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:25:33.111 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:25:33.111 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:25:33.111 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:25:33.119 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:25:33.119 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:25:33.119 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:25:33.127 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:25:33.127 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:25:33.455 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:25:33.455 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:25:33.455 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:25:33.455 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:25:33.455 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:25:33.463 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:25:33.463 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:25:33.463 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:25:33.463 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:25:33.471 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:25:33.471 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:25:33.471 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:25:33.471 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:25:33.471 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:26:33.213 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:26:33.213 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:26:33.213 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:26:33.221 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:26:33.221 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:26:33.221 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:26:33.221 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:26:33.221 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:26:33.221 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:26:33.221 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:26:33.228 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:26:33.228 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:26:33.228 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:26:33.228 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:26:33.603 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:26:33.603 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:26:33.603 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:26:33.603 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:26:33.603 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:26:33.611 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:26:33.611 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:26:33.611 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:26:33.619 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:26:33.619 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:26:33.619 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:26:33.619 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:26:33.619 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:26:33.619 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:27:22.205 I/ActivityManager(  374): No longer want com.google.android.apps.maps:LocationFriendService (pid 12039): empty for 1807s
05-22 10:27:22.205 I/ActivityManager(  374): No longer want com.google.android.apps.maps:FriendService (pid 12027): empty for 1807s
05-22 10:27:22.205 I/ActivityManager(  374): No longer want com.google.android.apps.maps:GoogleLocationService (pid 12006): empty for 1808s
05-22 10:27:22.228 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService in 5000ms
05-22 10:27:27.252 I/ActivityManager(  374): Start proc com.google.android.apps.maps:GoogleLocationService for service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService: pid=12971 uid=10038 gids={50038, 3003, 1015, 1028}
05-22 10:27:28.338 I/ActivityManager(  374): Start proc com.google.android.apps.maps:FriendService for broadcast com.google.android.apps.maps/com.google.googlenav.friend.android.ServiceReceiver: pid=12993 uid=10038 gids={50038, 3003, 1015, 1028}
05-22 10:27:28.502 I/ActivityManager(  374): Start proc com.google.android.apps.maps:LocationFriendService for broadcast com.google.android.apps.maps/com.google.googlenav.friend.reporting.LocationReportingIntentReceiver: pid=13005 uid=10038 gids={50038, 3003, 1015, 1028}
05-22 10:27:31.502 W/ActivityThread(12971): ClassLoader.loadClass: The class loader returned by Thread.getContextClassLoader() may fail for processes that host multiple applications. You should explicitly specify a context class loader. For example: Thread.setContextClassLoader(getClass().getClassLoader());
05-22 10:27:33.299 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:27:33.299 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:27:33.299 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:27:33.299 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:27:33.299 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:27:33.299 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:27:33.306 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:27:33.306 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:27:33.306 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:27:33.314 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:27:33.314 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:27:33.314 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:27:33.322 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:27:33.322 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:27:33.752 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:27:33.752 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:27:33.752 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:27:33.752 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:27:33.752 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:27:33.752 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:27:33.760 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:27:33.760 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:27:33.760 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:27:33.760 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:27:33.767 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:27:33.767 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:27:33.767 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:27:33.767 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:27:49.783 I/PowerManagerService(  374): Waking up from sleep...
05-22 10:27:49.830 I/WindowManager(  374): Lock screen displayed!
05-22 10:27:50.619 I/ActivityManager(  374): Process com.android.settings (pid 12685) has died.
05-22 10:27:51.142 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search* >
05-22 10:27:51.221 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
05-22 10:27:51.221 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42862950 attribute=android.view.inputmethod.EditorInfo@4285f740, token = android.os.BinderProxy@42c7cb00
05-22 10:27:51.853 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.pekall.emdm.launcher/.Launcher} from pid 374
05-22 10:27:51.885 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.SplashActivity} from pid 12738
05-22 10:27:52.361 W/InputMethodManagerService(  374): Focus gain on non-focused client com.android.internal.view.IInputMethodClient$Stub$Proxy@429e5998 (uid=10066 pid=12738)
05-22 10:27:53.994 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.ActiveDeviceAdminActivity} from pid 12738
05-22 10:28:04.346 I/ActivityManager(  374): START u0 {act=launcher.action.to.personal cmp=com.pekall.emdm.launcher/.ui.BackPersonalActivity} from pid 12738
05-22 10:28:04.572 I/ActivityManager(  374): START u0 {flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 12738
05-22 10:28:04.572 W/ActivityManager(  374): Duplicate finish request for ActivityRecord{42d26140 u0 com.pekall.emdm.launcher/.ui.BackPersonalActivity}
05-22 10:28:27.260 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.settings/.Settings} from pid 576
05-22 10:28:27.486 I/ActivityManager(  374): Start proc com.android.settings for activity com.android.settings/.Settings: pid=13090 uid=1000 gids={41000, 1015, 1028, 3002, 3001, 3003, 3007}
05-22 10:28:27.619 W/ContextImpl(13090): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94 
05-22 10:28:27.627 W/ContextImpl(13090): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73 
05-22 10:28:27.635 W/ContextImpl(13090): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124 
05-22 10:28:27.799 D/WifiService(  374): setWifiEnabled: true pid=13090, uid=1000
05-22 10:28:32.181 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 13090
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:28:33.424 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:28:33.431 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:28:33.431 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:28:33.431 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:28:33.431 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:28:33.431 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:28:33.525 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 13090
05-22 10:28:33.853 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:28:33.853 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:28:33.869 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:28:33.869 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:28:33.869 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:28:33.869 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:28:33.869 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:28:33.869 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:28:33.869 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:28:33.869 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:28:33.877 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:28:33.947 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:28:33.947 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:28:33.955 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:28:34.760 I/ActivityManager(  374): START u0 {cmp=com.android.settings/.DeviceAdminAdd (has extras)} from pid 13090
05-22 10:28:46.517 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.settings/.Settings} from pid 576
05-22 10:28:46.830 D/WifiService(  374): setWifiEnabled: true pid=13090, uid=1000
05-22 10:28:48.510 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 13090
05-22 10:28:48.674 W/ContextImpl(13090): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 com.android.settings.applications.ManageApplications.onCreate:861 android.app.Fragment.performCreate:1673 android.app.FragmentManagerImpl.moveToState:854 
05-22 10:28:52.369 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 13090
05-22 10:28:55.877 I/ActivityManager(  374): Force stopping package com.pekall.emdm.launcher appid=10066 user=0
05-22 10:28:55.877 I/ActivityManager(  374): Killing proc 12738:com.pekall.emdm.launcher/u0a10066: force stop com.pekall.emdm.launcher
05-22 10:28:55.877 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.pekall.emdm.contacts.service.PhoneService in 5000ms
05-22 10:28:55.877 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.pekall.emdm.MdmService in 15000ms
05-22 10:28:55.885 I/ActivityManager(  374):   Force finishing activity ActivityRecord{426c3e30 u0 com.pekall.emdm.launcher/.Launcher}
05-22 10:28:55.885 I/ActivityManager(  374):   Force stopping service ServiceRecord{4318f940 u0 com.pekall.emdm.launcher/com.pekall.emdm.contacts.service.PhoneService}
05-22 10:28:55.885 I/ActivityManager(  374):   Force stopping service ServiceRecord{429a00d8 u0 com.pekall.emdm.launcher/com.pekall.emdm.MdmService}
05-22 10:28:55.947 I/WindowState(  374): WIN DEATH: Window{42b032c8 u0 com.pekall.emdm.launcher/com.pekall.emdm.launcher.Launcher}
05-22 10:28:56.252 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@43011260 attribute=null, token = android.os.BinderProxy@42983a18
05-22 10:29:08.244 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm.launcher/.Launcher} from pid 576
05-22 10:29:08.431 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher for activity com.pekall.emdm.launcher/.Launcher: pid=13146 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 10:29:09.455 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.SplashActivity} from pid 13146
