--------- beginning of /dev/log/system
05-22 10:07:14.838 W/ActivityManager(  374): Killing ProcessRecord{42540e98 12499:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 10:16:32.892 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:16:59.994 I/ActivityManager(  374): No longer want com.nd.assistance.ServerService (pid 11909): empty for 1802s
05-22 10:16:59.994 I/ActivityManager(  374): No longer want com.nd.assistance (pid 11896): empty for 1802s
05-22 10:17:00.033 W/ActivityManager(  374): Scheduling restart of crashed service com.nd.assistance/.server.ServerService in 5000ms
05-22 10:17:00.814 I/ActivityManager(  374): Start proc com.nd.assistance for broadcast com.nd.assistance/.controller.DaemonController: pid=12618 uid=10068 gids={50068, 3003, 1015, 1006, 1028}
05-22 10:17:00.885 I/ActivityManager(  374): Start proc com.nd.assistance.ServerService for service com.nd.assistance/.server.ServerService: pid=12631 uid=10068 gids={50068, 3003, 1015, 1006, 1028}
05-22 10:17:26.666 I/PowerManagerService(  374): Waking up from sleep...
05-22 10:17:26.713 I/WindowManager(  374): Lock screen displayed!
05-22 10:17:27.744 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search* >
05-22 10:17:27.830 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@429d7ea0 attribute=android.view.inputmethod.EditorInfo@42969228, token = android.os.BinderProxy@42d31690
05-22 10:17:27.830 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
05-22 10:17:32.642 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:17:32.642 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:17:32.642 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:17:32.642 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:17:32.642 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:17:32.642 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:17:32.642 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:17:32.650 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:17:32.650 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:17:32.650 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:17:32.658 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:17:32.658 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:17:32.658 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:17:32.658 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:17:32.994 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:17:32.994 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:17:33.002 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:17:33.846 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.settings/.Settings} from pid 576
05-22 10:17:33.986 I/ActivityManager(  374): Start proc com.android.settings for activity com.android.settings/.Settings: pid=12685 uid=1000 gids={41000, 1015, 1028, 3002, 3001, 3003, 3007}
05-22 10:17:34.189 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94 
05-22 10:17:34.197 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73 
05-22 10:17:34.205 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124 
05-22 10:17:34.353 D/WifiService(  374): setWifiEnabled: true pid=12685, uid=1000
05-22 10:17:36.783 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 12685
05-22 10:17:39.533 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 12685
05-22 10:17:40.580 I/ActivityManager(  374): START u0 {cmp=com.android.settings/.DeviceAdminAdd (has extras)} from pid 12685
05-22 10:17:41.681 W/DevicePolicyManagerService(  374): Previous password owner 10066 no longer active; disabling
05-22 10:17:41.689 I/ActivityManager(  374): START u0 {flg=0x10000000 cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.ActiveDeviceAdminActivity} from pid 700
05-22 10:17:41.783 W/InputMethodManagerService(  374): Focus gain on non-focused client com.android.internal.view.IInputMethodClient$Stub$Proxy@42a24988 (uid=1000 pid=12685)
05-22 10:17:42.166 I/ActivityManager(  374): START u0 {act=launcher.action.to.personal cmp=com.pekall.emdm.launcher/.ui.BackPersonalActivity} from pid 700
05-22 10:17:42.353 I/ActivityManager(  374): START u0 {act=android.intent.action.VIEW flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 700
05-22 10:17:44.033 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.settings/.Settings} from pid 576
05-22 10:17:46.681 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 12685
05-22 10:17:46.760 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 com.android.settings.applications.ManageApplications.onCreate:861 android.app.Fragment.performCreate:1673 android.app.FragmentManagerImpl.moveToState:854 
05-22 10:17:49.306 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 12685
05-22 10:17:52.041 I/ActivityManager(  374): Force stopping package com.pekall.emdm.launcher appid=10066 user=0
05-22 10:17:52.041 I/ActivityManager(  374): Killing proc 700:com.pekall.emdm.launcher/u0a10066: force stop com.pekall.emdm.launcher
05-22 10:17:52.041 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.pekall.emdm.contacts.service.PhoneService in 5000ms
05-22 10:17:52.041 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.pekall.emdm.MdmService in 15000ms
05-22 10:17:52.041 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.pekall.emailcommon.accountprovision.AccountProvisionService in 25000ms
05-22 10:17:52.049 I/ActivityManager(  374):   Force finishing activity ActivityRecord{427b5f70 u0 com.pekall.emdm.launcher/.Launcher}
05-22 10:17:52.049 I/ActivityManager(  374):   Force stopping service ServiceRecord{430f5b48 u0 com.pekall.emdm.launcher/com.pekall.emdm.contacts.service.PhoneService}
05-22 10:17:52.049 I/ActivityManager(  374):   Force stopping service ServiceRecord{4310bbe8 u0 com.pekall.emdm.launcher/com.pekall.emdm.MdmService}
05-22 10:17:52.049 I/ActivityManager(  374):   Force stopping service ServiceRecord{42f283d8 u0 com.pekall.emdm.launcher/com.pekall.emailcommon.accountprovision.AccountProvisionService}
05-22 10:17:52.127 I/WindowState(  374): WIN DEATH: Window{42d5a868 u0 com.pekall.emdm.launcher/com.pekall.emdm.launcher.Launcher}
05-22 10:17:52.361 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42c63250 attribute=null, token = android.os.BinderProxy@42916d90
05-22 10:17:56.392 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm.launcher/.Launcher} from pid 576
05-22 10:17:56.588 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher for activity com.pekall.emdm.launcher/.Launcher: pid=12738 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 10:17:57.783 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.SplashActivity} from pid 12738
05-22 10:17:58.291 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{426c3e30 u0 com.pekall.emdm.launcher/.Launcher}
05-22 10:17:58.635 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:17:58.822 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:17:59.041 I/ActivityManager(  374): Start proc com.qihoo360.mobilesafe:remote for content provider com.qihoo360.mobilesafe/.shield.provider.EmptyProvider: pid=12777 uid=10069 gids={50069, 3003, 1015, 3001, 3002, 1006, 1028}
05-22 10:18:00.885 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.AdvActivity} from pid 12738
05-22 10:18:32.705 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:18:32.705 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:18:32.713 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:18:32.721 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:18:32.994 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:18:33.002 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:18:33.002 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:18:33.002 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:18:33.002 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:19:16.697 I/PowerManagerService(  374): Going to sleep due to screen timeout...
05-22 10:19:17.275 I/ActivityManager(  374): Process com.google.android.email (pid 12538) has died.
05-22 10:19:22.603 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info back home RECENT* clock SEARCH* >
05-22 10:19:22.736 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* SEARCH >
05-22 10:19:22.783 I/ActivityManager(  374): Process com.qihoo.appstore (pid 11577) has died.
05-22 10:19:22.783 W/ActivityManager(  374): Scheduling restart of crashed service com.qihoo.appstore/.express.DownloadCoreService in 5000ms
05-22 10:19:32.791 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:19:32.791 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:19:32.791 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:19:32.799 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:19:32.799 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:19:32.822 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:19:32.822 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:19:32.822 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:19:32.822 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:19:32.822 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:19:32.830 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:19:32.830 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:19:32.830 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:19:32.830 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:19:33.252 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:19:33.252 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:19:33.252 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:19:33.252 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:19:33.260 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:19:33.260 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:19:33.260 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:19:33.260 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:19:33.260 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:19:33.267 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:19:33.267 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:19:33.267 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:19:33.267 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:19:33.275 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:20:32.838 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:20:32.838 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:20:32.838 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:20:32.838 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:20:32.838 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:20:32.838 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:20:32.846 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
