--------- beginning of /dev/log/system 
05-22 14:23:25.835 I/Vold    (  117): Vold 2.1 (the revenge) firing up 
05-22 14:23:27.867 W/dalvikvm(  125): PR_SET_NO_NEW_PRIVS failed. Is your kernel compiled correctly?: Invalid argument 
05-22 14:35:29.890 I/Process (  375): Sending signal. PID: 3379 SIG: 3
05-22 14:35:29.890 I/dalvikvm( 3379): threadid=3: reacting to signal 3
05-22 14:35:30.085 I/Process (  375): Sending signal. PID: 375 SIG: 3
05-22 14:35:30.085 I/dalvikvm(  375): threadid=3: reacting to signal 3
05-22 14:35:30.140 D/dalvikvm( 3379): JIT unchain all for threadid=12
05-22 14:35:30.210 I/dalvikvm( 3379): Wrote stack traces to '/data/anr/traces.txt'
05-22 14:35:31.070 I/Process (  375): Sending signal. PID: 580 SIG: 3
05-22 14:35:31.070 I/dalvikvm(  580): threadid=3: reacting to signal 3
05-22 14:35:31.070 I/Process (  375): Sending signal. PID: 450 SIG: 3
05-22 14:35:31.070 I/dalvikvm(  450): threadid=3: reacting to signal 3
05-22 14:35:31.077 I/dalvikvm(  375): Wrote stack traces to '/data/anr/traces.txt'
05-22 14:35:31.077 I/Process (  375): Sending signal. PID: 587 SIG: 3
05-22 14:35:31.077 I/dalvikvm(  587): threadid=3: reacting to signal 3
05-22 14:35:31.156 I/dalvikvm(  587): Wrote stack traces to '/data/anr/traces.txt'
05-22 14:35:31.156 I/dalvikvm(  580): Wrote stack traces to '/data/anr/traces.txt'
05-22 14:35:31.179 I/dalvikvm(  450): Wrote stack traces to '/data/anr/traces.txt'
05-22 14:35:31.687 D/dalvikvm(  375): GC_EXPLICIT freed 1103K, 7% free 19134K/20364K, paused 3ms+11ms, total 107ms
05-22 14:35:32.288 I/Process (  375): Sending signal. PID: 3216 SIG: 3
05-22 14:35:32.288 I/dalvikvm( 3216): threadid=3: reacting to signal 3
05-22 14:35:32.499 E/ActivityManager(  375): ANR in com.pekall.emdm.launcher:remote
05-22 14:35:32.499 E/ActivityManager(  375): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 14:35:32.499 E/ActivityManager(  375): Load: 2.79 / 2.5 / 1.71
05-22 14:35:32.499 E/ActivityManager(  375): CPU usage from 6914ms to 0ms ago with 99% awake:
05-22 14:35:32.499 E/ActivityManager(  375):   90% 3379/com.pekall.emdm.launcher:remote: 90% user + 0% kernel
05-22 14:35:32.499 E/ActivityManager(  375):   84% 3216/com.pekall.emdm.launcher: 84% user + 0% kernel / faults: 28 minor
05-22 14:35:32.499 E/ActivityManager(  375):   10% 375/system_server: 8.5% user + 2% kernel / faults: 1701 minor 5 major
05-22 14:35:32.499 E/ActivityManager(  375):   2.4% 1150/com.android.launcher: 2% user + 0.4% kernel / faults: 213 minor
05-22 14:35:32.499 E/ActivityManager(  375):   2% 3164/kworker/0:0: 0% user + 2% kernel
05-22 14:35:32.499 E/ActivityManager(  375):   1.8% 134/adbd: 0.4% user + 1.4% kernel / faults: 13 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0.8% 124/surfaceflinger: 0% user + 0.8% kernel / faults: 1702 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0.5% 802/com.qihoo360.mobilesafe:GuardService: 0.4% user + 0.1% kernel / faults: 43 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0.5% 1693/com.qihoo.daemon: 0.5% user + 0% kernel / faults: 127 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0.4% 450/com.android.systemui: 0.4% user + 0% kernel / faults: 160 minor 2 major
05-22 14:35:32.499 E/ActivityManager(  375):   0.1% 81/mmcqd/0: 0% user + 0.1% kernel
05-22 14:35:32.499 E/ActivityManager(  375):   0% 92/dhd_dpc: 0% user + 0% kernel
05-22 14:35:32.499 E/ActivityManager(  375):   0% 123/rild: 0% user + 0% kernel / faults: 26 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0% 580/com.android.phone: 0% user + 0% kernel / faults: 16 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0% 587/com.android.nfc: 0% user + 0% kernel / faults: 31 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0% 772/com.google.android.apps.maps:GoogleLocationService: 0% user + 0% kernel / faults: 35 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0.1% 854/com.qihoo.appstore: 0% user + 0.1% kernel / faults: 8 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0% 1064/com.dragon.android.pandaspace: 0% user + 0% kernel / faults: 126 minor
05-22 14:35:32.499 E/ActivityManager(  375):   0.1% 1309/com.dragon.android.pandaspace:bdservice_v1: 0.1% user + 0% kernel / faults: 28 minor
05-22 14:35:32.499 E/ActivityManager(  375):  +0% 3418/logcat: 0% user + 0% kernel
05-22 14:35:32.499 E/ActivityManager(  375): 100% TOTAL: 95% user + 4.6% kernel
05-22 14:35:32.499 E/ActivityManager(  375): CPU usage from 1839ms to 2377ms later:
05-22 14:35:32.499 E/ActivityManager(  375):   96% 3379/com.pekall.emdm.launcher:remote: 96% user + 0% kernel
05-22 14:35:32.499 E/ActivityManager(  375):     94% 3393/Thread-193: 94% user + 0% kernel
05-22 14:35:32.499 E/ActivityManager(  375):   94% 3216/com.pekall.emdm.launcher: 94% user + 0% kernel
05-22 14:35:32.499 E/ActivityManager(  375):     91% 3229/Thread-183: 91% user + 0% kernel
05-22 14:35:32.499 E/ActivityManager(  375):   5.5% 375/system_server: 0% user + 5.5% kernel
05-22 14:35:32.499 E/ActivityManager(  375):     7.4% 391/ActivityManager: 0% user + 7.4% kernel
05-22 14:35:32.499 E/ActivityManager(  375): 98% TOTAL: 95% user + 2.7% kernel
05-22 14:35:32.515 W/ActivityManager(  375): Killing ProcessRecord{426913c8 3379:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 14:35:32.523 I/ActivityManager(  375): Process com.pekall.emdm.launcher:remote (pid 3379) has died.
05-22 14:35:32.523 W/ActivityManager(  375): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 5000ms
05-22 14:35:32.538 D/dalvikvm( 3216): JIT unchain all for threadid=11
05-22 14:35:32.656 I/dalvikvm( 3216): Wrote stack traces to '/data/anr/traces.txt'
05-22 14:35:32.656 D/dalvikvm(  375): GC_FOR_ALLOC freed 2361K, 17% free 18118K/21664K, paused 123ms, total 124ms
05-22 14:35:32.656 D/ExchangeService( 3216): !!! EAS ExchangeService, onDestroy
05-22 14:35:36.859 D/dalvikvm(  802): GC_EXPLICIT freed 374K, 24% free 12164K/15964K, paused 3ms+5ms, total 57ms
05-22 14:35:37.538 D/dalvikvm( 3423): Late-enabling CheckJNI
05-22 14:35:37.538 I/ActivityManager(  375): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=3423 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 14:35:37.593 V/MyServiceConnection( 3423): [SConnection] sandbox service is NOT installed.
05-22 14:35:37.601 D/ScClassLoader( 3423): >> SOURCE FILE: /data/data/com.pekall.emdm.launcher/app_jars/sc-jdk15on-1.47.0.2.dex.jar
05-22 14:35:37.601 V/MyServiceConnection( 3423): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-22 14:35:37.663 D/dalvikvm( 3423): GC_CONCURRENT freed 143K, 2% free 9232K/9412K, paused 4ms+7ms, total 42ms
05-22 14:35:37.663 D/dalvikvm( 3423): WAIT_FOR_CONCURRENT_GC blocked 1ms
05-22 14:35:37.663 D/dalvikvm( 3423): WAIT_FOR_CONCURRENT_GC blocked 2ms
05-22 14:35:37.695 W/Parcel  (  802): Attempt to read object from Parcel 0x5ed47dac at offset 200 that is not in the object list
05-22 14:35:37.695 W/Parcel  (  802): Attempt to read object from Parcel 0x5f747dac at offset 200 that is not in the object list
05-22 14:35:37.695 D/Email   ( 3423): Email: init sandbox at the beginning.
05-22 14:35:37.695 V/MyServiceConnection( 3423): [SConnection] retry to bind service
05-22 14:35:37.702 V/MyServiceConnection( 3423): [SConnection] sandbox service is NOT installed.
05-22 14:35:37.702 V/MyServiceConnection( 3423): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-22 14:35:37.734 V/MyServiceConnection( 3423): [SConnection] retry to bind service
05-22 14:35:37.734 V/MyServiceConnection( 3423): [SConnection] sandbox service is NOT installed.
05-22 14:35:37.734 V/MyServiceConnection( 3423): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-22 14:35:37.741 V/l       ( 3423): Bind requested for task setLogging
05-22 14:35:37.741 D/ExchangeService( 3216): !!! EAS ExchangeService, onCreate
05-22 14:35:37.749 W/Parcel  (  802): Attempt to read object from Parcel 0x5e0dfdac at offset 200 that is not in the object list
05-22 14:35:37.757 D/ExchangeService( 3216): !!! EAS ExchangeService, onStartCommand, startingUp = false, running = false
05-22 14:35:37.757 D/ExchangeService( 3216): to start secureStorageService now
05-22 14:35:37.781 V/a       ( 3216): Bind requested for task test
05-22 14:35:37.788 V/a       ( 3216): Connected: com.pekall.semail.service.AccountServiceInternal
05-22 14:35:37.788 D/ExchangeService( 3216): Reconciling accounts...
05-22 14:35:37.788 V/a       ( 3216): Bind requested for task reconcileAccounts
05-22 14:35:37.788 V/a       ( 3216): Connection test succeeded in 11ms
05-22 14:35:37.796 V/a       ( 3216): Connected: com.pekall.semail.service.AccountServiceInternal
05-22 14:35:37.796 V/a       ( 3216): Task test completed; disconnecting
05-22 14:35:37.796 V/a       ( 3216): Waiting for task reconcileAccounts to complete...
05-22 14:35:37.804 D/dalvikvm( 3423): GC_CONCURRENT freed 188K, 3% free 9540K/9764K, paused 4ms+11ms, total 61ms
05-22 14:35:37.812 V/a       ( 3216): Task reconcileAccounts completed; disconnecting
05-22 14:35:37.812 V/a       ( 3216): Wait for reconcileAccounts finished in 20ms
05-22 14:35:37.960 W/DocumentManager( 3423): Sandbox service is not connected.
05-22 14:35:37.960 D/MessageControllerImpl( 3423): controller is null
05-22 14:35:37.960 V/MyServiceConnection( 3423): [SConnection] retry to bind service
05-22 14:35:37.960 V/MyServiceConnection( 3423): [SConnection] sandbox service is NOT installed.
05-22 14:35:37.960 V/MyServiceConnection( 3423): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-22 14:35:37.960 W/SQLiteOpenHelper( 3423): Opened /data/data/com.pekall.emdm.launcher/databases/message.db
05-22 14:35:37.960 D/ActivityThread( 3423): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:35:37.968 W/dalvikvm( 3423): No implementation found for native Lcom/pekall/sandbox/database/sqlite/SQLiteDatabase;.native_setSqliteSoftHeapLimit:(I)V
05-22 14:35:37.968 D/AndroidRuntime( 3423): Shutting down VM
05-22 14:35:37.968 W/dalvikvm( 3423): threadid=1: thread exiting with uncaught exception (group=0x41993700)
05-22 14:35:37.968 D/        ( 3423): [---null: -1---]  Thread is main
05-22 14:35:37.968 W/System.err( 3423): java.lang.UnsatisfiedLinkError: Native method not found: com.pekall.sandbox.database.sqlite.SQLiteDatabase.native_setSqliteSoftHeapLimit:(I)V
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.native_setSqliteSoftHeapLimit(Native Method)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.<init>(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.openDatabase(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.openDatabase(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.openDatabase(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.sandbox.database.sqlite.SQLiteOpenHelper.getWritableDatabase(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.emdm.messagecenter.db.a.a(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.emdm.messagecenter.db.a.b(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.emdm.messagecenter.activity.a.onCreate(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at com.pekall.emdm.launcher.LauncherApplication.onCreate(Unknown Source)
05-22 14:35:37.968 W/System.err( 3423): 	at android.app.Instrumentation.callApplicationOnCreate(Instrumentation.java:1007)
05-22 14:35:37.968 W/System.err( 3423): 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:4444)
05-22 14:35:37.968 W/System.err( 3423): 	at android.app.ActivityThread.access$1300(ActivityThread.java:141)
05-22 14:35:37.968 W/System.err( 3423): 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1316)
05-22 14:35:37.968 W/System.err( 3423): 	at android.os.Handler.dispatchMessage(Handler.java:99)
05-22 14:35:37.968 W/System.err( 3423): 	at android.os.Looper.loop(Looper.java:137)
05-22 14:35:37.968 W/System.err( 3423): 	at android.app.ActivityThread.main(ActivityThread.java:5103)
05-22 14:35:37.968 W/System.err( 3423): 	at java.lang.reflect.Method.invokeNative(Native Method)
05-22 14:35:37.968 W/System.err( 3423): 	at java.lang.reflect.Method.invoke(Method.java:525)
05-22 14:35:37.968 W/System.err( 3423): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-22 14:35:37.968 W/System.err( 3423): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-22 14:35:37.968 W/System.err( 3423): 	at dalvik.system.NativeStart.main(Native Method)
05-22 14:35:38.015 D/ExchangeService( 3216): !!! EAS ExchangeService, stopping self
05-22 14:35:38.163 D/dalvikvm( 3423): GC_CONCURRENT freed 519K, 6% free 9433K/9992K, paused 4ms+3ms, total 47ms
05-22 14:35:38.281 D/ActivityThread( 3423): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 14:35:38.656 W/EmailProvider( 3423): restoreIfNeeded...
05-22 14:35:38.788 W/EmailProvider( 3423): restoreIfNeeded: Account exists.
05-22 14:35:39.093 D/EmailProvider( 3423): Deleting orphans...
05-22 14:35:39.132 D/EmailProvider( 3423): EmailProvider pre-caching...
05-22 14:35:39.749 D/EmailProvider( 3423): EmailProvider ready.
05-22 14:35:40.687 W/Parcel  (  802): Attempt to read object from Parcel 0x5dfdfdac at offset 200 that is not in the object list
05-22 14:35:40.687 D/Email-MailService( 3216): action: reschedule
05-22 14:35:40.687 W/Parcel  (  802): Attempt to read object from Parcel 0x5ed47dac at offset 200 that is not in the object list
05-22 14:35:40.710 I/Email   ( 3423): Notifications being toggled: true
05-22 14:35:40.874 D/AttachmentService( 3216): Count: 0
05-22 14:35:40.874 D/AttachmentService( 3216): == Checking attachment queue, 0 entries
05-22 14:35:40.882 D/AttachmentService( 3216): *** All done; shutting down service
05-22 14:35:41.210 D/Email-MailService( 3216): reschedule: alarm cancel - no account to check
05-22 14:35:41.429 W/Email   ( 3423): Could not load INBOX for account id: 1
05-22 14:35:41.452 I/Email   ( 3423): Observing account changes for notifications
05-22 14:35:41.859 D/MDM :   ( 3216): [null:-1]->Location timeout, set latitude and longitude -1
05-22 14:35:41.960 D/dalvikvm(  802): GC_EXPLICIT freed 19K, 24% free 12146K/15964K, paused 3ms+4ms, total 101ms
05-22 14:35:42.523 D/dalvikvm( 3216): JIT unchain all for threadid=11
05-22 14:35:42.859 D/dalvikvm( 3216): JIT unchain all for threadid=11
05-22 14:35:42.999 D/dalvikvm( 3216): GC_CONCURRENT freed 4720K, 33% free 23803K/35120K, paused 274ms+275ms, total 727ms
05-22 14:35:43.257 D/CommandManager( 3216): [null:-1]->requestType: Location
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): [null:-1]->update command ae5d632e-daaa-43c7-96ba-a6ed31b52af0 to commandStatus <?xml version="1.0" encoding="UTF-8"?>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): <plist version="1.0">
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): <dict>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<key>Latitude</key>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<real>-1.0</real>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<key>Longitude</key>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<real>-1.0</real>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<key>CommandUUID</key>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<string>ae5d632e-daaa-43c7-96ba-a6ed31b52af0</string>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<key>Status</key>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<string>Error</string>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<key>UDID</key>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): 	<string>00013fbc8ecec5b90000014622a3b70b</string>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): </dict>
05-22 14:35:43.695 D/MdmDatabaseHelper( 3216): </plist>
05-22 14:35:43.890 I/TransInfo( 3216): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.c.b
05-22 14:35:43.898 D/NetworkThread( 3216): [null:-1]->----isRunning-----true
05-22 14:35:43.898 D/NetworkThread( 3216): [null:-1]->----isRunning-----true
05-22 14:35:43.898 D/NetworkThread( 3216): [null:-1]->thread wakeup
05-22 14:35:43.906 D/NetworkThread( 3216): [null:-1]->sendHttpPost:PostRequest, url: http://192.168.10.21/rest/mdm/v1/ios/android_server, Params: [content:<?xml version="1.0" encoding="UTF-8"?>
05-22 14:35:43.906 D/NetworkThread( 3216): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 14:35:43.906 D/NetworkThread( 3216): <plist version="1.0">
05-22 14:35:43.906 D/NetworkThread( 3216): <dict>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<key>Latitude</key>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<real>-1.0</real>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<key>Longitude</key>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<real>-1.0</real>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<key>CommandUUID</key>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<string>ae5d632e-daaa-43c7-96ba-a6ed31b52af0</string>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<key>Status</key>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<string>Error</string>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<key>UDID</key>
05-22 14:35:43.906 D/NetworkThread( 3216): 	<string>00013fbc8ecec5b90000014622a3b70b</string>
05-22 14:35:43.906 D/NetworkThread( 3216): </dict>
05-22 14:35:43.906 D/NetworkThread( 3216): </plist>], 
05-22 14:35:43.906 D/HttpClient( 3216): enable apache.http debug
05-22 14:35:43.929 V/DEBUG   ( 3216): HTTP 0
05-22 14:35:44.202 D/MDM :   ( 3216): [null:-1]->statusCode : 200
05-22 14:35:44.202 D/MDM :   ( 3216): [null:-1]->statusCode : 200
05-22 14:35:44.202 V/DEBUG   ( 3216): HTTP 1
05-22 14:35:44.202 D/MDM :   ( 3216): [null:-1]->Get joson string: 
05-22 14:35:44.202 D/MdmDatabaseHelper( 3216): [null:-1]->update command ae5d632e-daaa-43c7-96ba-a6ed31b52af0 to status executed
05-22 14:35:44.234 D/NetworkThread( 3216): [null:-1]->clear mCurrentTransInfo
05-22 14:35:44.234 D/NetworkThread( 3216): [null:-1]->queue is empty, thread wait...
05-22 14:35:44.304 D/MdmService( 3216): [null:-1]->handleCheckInResult
05-22 14:35:44.304 D/MdmService( 3216): [null:-1]->handleCheckInResult result keyIndex: 3
05-22 14:35:44.304 D/HandleCommandTask( 3216): [null:-1]->execute command msg but beanBase is null
05-22 14:35:44.304 D/MdmStatusManager( 3216): [null:-1]->change status to : Idle
05-22 14:35:49.156 D/MDM :   ( 3216): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":-1180604882,"type":0,"command":0,"result":0,"reason":0,"params":{"msgId":"b1bcc784-8ad0-45ce-acde-15abc539bc90,b1bcc7848ad045ceacde15abc539bc90","device":"00013fbc8ecec5b90000014622a3b70b","message":"{\"subject\":\"Push test\",\"content\":\"This is a push message!\"}"}}
05-22 14:35:49.179 D/MdmService( 3216): [null:-1]->push message type :0
05-22 14:35:49.179 D/MdmService( 3216): [null:-1]->cmdMessage : {"subject":"Push test","content":"This is a push message!"}
05-22 14:35:49.187 D/MDM :   ( 3216): [null:-1]->ContentMessage{subject='Push test', content='This is a push message!'}
05-22 14:35:49.210 W/Parcel  (  802): Attempt to read object from Parcel 0x5f747dac at offset 200 that is not in the object list
05-22 14:35:49.226 D/mdm_log ( 3216): [null:-1]->action is : com.pekall.mdm.action.SHOWMSG
05-22 14:35:49.312 W/Parcel  (  802): Attempt to read object from Parcel 0x5e0dfdac at offset 200 that is not in the object list
05-22 14:35:49.335 W/Parcel  (  802): Attempt to read object from Parcel 0x5dfdfdac at offset 200 that is not in the object list
05-22 14:35:49.374 V/CounterTextView( 3216): onReceive
05-22 14:35:49.374 D/        ( 3216): [---null: -1---]   msg  xxd1
05-22 14:35:49.398 V/CounterTextView( 3216): onReceive
05-22 14:35:49.398 D/        ( 3216): [---null: -1---]   msg  xxd1
05-22 14:35:49.413 D/PushMessageWidget( 3216): [null:-1]->action is : com.pekall.emdm.message.UPDATE_MESSAGE
05-22 14:35:49.413 D/PushMessageWidget( 3216): [null:-1]->call onUpdate 
05-22 14:35:49.413 D/PushMessageWidget( 3216): cursor count is 1
05-22 14:35:49.429 D/PushMessageWidget( 3216): fill data and title is : Push test , content is : This is a push message!
05-22 14:35:51.906 D/AndroidRuntime( 3462): 
05-22 14:35:51.906 D/AndroidRuntime( 3462): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
05-22 14:35:51.906 D/AndroidRuntime( 3462): CheckJNI is OFF
05-22 14:35:51.929 D/dalvikvm( 3462): Trying to load lib libjavacore.so 0x0
05-22 14:35:51.937 D/dalvikvm( 3462): Added shared lib libjavacore.so 0x0
05-22 14:35:51.952 D/dalvikvm( 3462): Trying to load lib libnativehelper.so 0x0
05-22 14:35:51.952 D/dalvikvm( 3462): Added shared lib libnativehelper.so 0x0
05-22 14:35:52.046 D/dalvikvm(  802): GC_EXPLICIT freed <1K, 24% free 12146K/15964K, paused 3ms+12ms, total 172ms
05-22 14:35:52.327 D/AndroidRuntime( 3462): Calling main entry com.android.commands.uiautomator.Launcher
05-22 14:35:52.366 D/dalvikvm( 3462): Note: class Landroid/app/ActivityManagerNative; has 163 unimplemented (abstract) methods
05-22 14:35:52.452 I/PowerManagerService(  375): Waking up from sleep...
05-22 14:35:52.695 I/WindowManager(  375): Lock screen displayed!
05-22 14:35:52.820 D/PowerManagerService-JNI(  375): Excessive delay in autosuspend_disable() while turning screen on: 352ms
05-22 14:35:52.820 D/SurfaceFlinger(  124): Screen acquired, type=0 flinger=0x4188b478
05-22 14:35:52.898 D/LightsService(  375): Excessive delay setting light: 82ms
05-22 14:35:52.913 D/dalvikvm(  580): GC_CONCURRENT freed 325K, 4% free 9265K/9624K, paused 12ms+7ms, total 154ms
05-22 14:35:52.921 W/Parcel  (  802): Attempt to read object from Parcel 0x5e0dfdac at offset 200 that is not in the object list
05-22 14:35:52.968 D/LightsService(  375): Excessive delay setting light: 67ms
05-22 14:35:52.999 W/Parcel  (  802): Attempt to read object from Parcel 0x5dfdfdac at offset 200 that is not in the object list
05-22 14:35:53.023 W/Parcel  (  802): Attempt to read object from Parcel 0x5ed47dac at offset 200 that is not in the object list
05-22 14:35:53.031 V/DigitalWidgetViewsFactory( 1366): DigitalWidget sets next alarm string to null
05-22 14:35:53.046 D/dalvikvm(  450): GC_CONCURRENT freed 1031K, 9% free 12445K/13584K, paused 11ms+33ms, total 219ms
05-22 14:35:53.827 I/QueryController( 3462): Matched selector: UiSelector[DESCRIPTION=Slide area., PACKAGE NAME=android] <<==>> [android.view.accessibility.AccessibilityNodeInfo@12872; boundsInParent: Rect(0, 0 - 720, 756); boundsInScreen: Rect(0, 547 - 720, 1303); packageName: android; className: android.view.View; text: null; contentDescription: Slide area.; viewIdResName: android:id/glow_pad_view; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 14:35:53.859 W/GlowPadView(  375): The number of target drawables must be equal to the number of direction descriptions.
05-22 14:35:54.210 V/LauncherApplication( 3216): onActivityStarted
05-22 14:35:54.210 D/        ( 3216): [---null: -1---]     awsa  onActivityResumed
05-22 14:35:54.210 V/LauncherApplication( 3216): 2MdmConstant.LAST_LAUNCH_TIME = 1400740522992
05-22 14:35:54.218 D/        ( 3216): [---null: -1---]  activity = com.pekall.emdm.launcher.Launcher
05-22 14:35:54.226 V/DefultSetContriller( 3216): isLauncherDf = com.pekall.emdm.launcher
05-22 14:35:54.226 V/DefultSetContriller( 3216): isLauncherDf = com.pekall.emdm.launcher
05-22 14:35:54.249 V/DefultSetContriller( 3216): isPhoneDf = com.pekall.emdm.launcher
05-22 14:35:54.249 E/LauncherApplication( 3216): isShowLogoutUI = true
05-22 14:35:54.249 E/LauncherApplication( 3216): LogoutShowTime 1
05-22 14:35:54.249 V/Launcher( 3216): onResume1111111 
05-22 14:35:54.249 V/Launcher( 3216): is login ----> 
05-22 14:35:54.249 I/System.out( 3216):  
05-22 14:35:54.249 I/System.out( 3216): com.pekall.emdm.launcher.Workspace.setWallpaper(Unknown Source)
05-22 14:35:54.249 I/System.out( 3216): com.pekall.emdm.launcher.Launcher.onResume(Unknown Source)
05-22 14:35:54.249 I/System.out( 3216): android.app.Instrumentation.callActivityOnResume(Instrumentation.java:1192)
05-22 14:35:54.249 I/System.out( 3216): android.app.Activity.performResume(Activity.java:5211)
05-22 14:35:54.249 I/System.out( 3216): android.app.ActivityThread.performResumeActivity(ActivityThread.java:2780)
05-22 14:35:54.249 I/System.out( 3216): android.app.ActivityThread.handleResumeActivity(ActivityThread.java:2819)
05-22 14:35:54.249 I/System.out( 3216): android.app.ActivityThread$H.handleMessage(ActivityThread.java:1298)
05-22 14:35:54.249 I/System.out( 3216): android.os.Handler.dispatchMessage(Handler.java:99)
05-22 14:35:54.249 I/System.out( 3216): android.os.Looper.loop(Looper.java:137)
05-22 14:35:54.249 I/System.out( 3216): android.app.ActivityThread.main(ActivityThread.java:5103)
05-22 14:35:54.249 I/System.out( 3216): java.lang.reflect.Method.invokeNative(Native Method)
05-22 14:35:54.249 I/System.out( 3216): java.lang.reflect.Method.invoke(Method.java:525)
05-22 14:35:54.249 I/System.out( 3216): com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-22 14:35:54.249 I/System.out( 3216): com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-22 14:35:54.249 I/System.out( 3216): dalvik.system.NativeStart.main(Native Method)
